"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000074416",2392.80973934457,-2.14808638120855,0.0589112502523198,-36.4630927370951,4.26675429258434e-291,2.10998356241214e-288,"MGLL","11343","monoglyceride lipase"
"ENSG00000104081",804.838487338129,4.43413600145502,0.121616472130281,36.4599952932771,4.77730140345014e-291,2.28370931422928e-288,"BMF","90427","Bcl2 modifying factor"
"ENSG00000166073",2268.80918089117,-2.2066708510795,0.0608260451079108,-36.2783877722885,3.54672696021102e-288,1.64076165601246e-285,"GPR176","11245","G protein-coupled receptor 176"
"ENSG00000165434",1243.14971044106,2.51723486814283,0.0693888187085469,36.2772405553687,3.69756794959255e-288,1.65708818640959e-285,"PGM2L1","283209","phosphoglucomutase 2 like 1"
"ENSG00000091527",2814.15907315816,-1.81023378876621,0.0499835247294638,-36.216609344061,3.33494222784008e-287,1.44928504513499e-284,"CDV3","55573","CDV3 homolog"
"ENSG00000101825",1024.97040543336,3.28766552411695,0.0909528179474234,36.1469341831435,4.15687587607835e-286,1.72669986686415e-283,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000117724",1324.17284690485,-2.82511056884258,0.0781571155505697,-36.1465561893038,4.2141060832749e-286,1.72669986686415e-283,"CENPF","1063","centromere protein F"
"ENSG00000033867",3157.52042924196,1.93501319688412,0.0535456525300257,36.1376340646715,5.81911537138268e-286,2.31810926502775e-283,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000198959",5110.85796803933,-1.74624482391291,0.0488127834949256,-35.7743340757128,2.76913457761206e-280,1.07330159398742e-277,"TGM2","7052","transglutaminase 2"
"ENSG00000164938",1395.92210584831,2.31778261113787,0.0656066296204852,35.3284816571977,2.14607765735114e-273,8.09918412738753e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000073712",2356.74691021858,-2.30515267257481,0.0654012510656461,-35.2463085187932,3.90812490985173e-272,1.4370876751842e-269,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000143799",1043.84682510942,-2.61747527328513,0.0743565993852601,-35.2016538535247,1.88636819811005e-271,6.76310158227406e-269,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000196549",1520.30148791169,2.83743510996647,0.080652894976025,35.180821603613,3.92889050470457e-271,1.37424923726752e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000110002",899.504360793506,4.43907564623434,0.126297655431366,35.1477280482587,1.25913181924162e-270,4.29933557612956e-268,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.01204120456707,0.0860951120757992,-34.9850430755608,3.79869686760404e-268,1.26690957623976e-265,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000133318",1500.97300012898,-2.41401905941972,0.0690594759333577,-34.9556527441541,1.06258239470401e-267,3.46329411873868e-265,"RTN3","10313","reticulon 3"
"ENSG00000154864",1374.01910088605,2.3578614179085,0.0676735503253472,34.8416982199523,5.6873191888173e-266,1.81248543304064e-263,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000197321",4211.22514661471,1.73283798114887,0.0497678722016354,34.8184060216246,1.28093466968381e-265,3.99345306476859e-263,"SVIL","6840","supervillin"
"ENSG00000182752",6930.41939676306,2.01486820626118,0.0588607283625833,34.2311123615315,8.33167275459013e-257,2.54222380794845e-254,"PAPPA","5069","pappalysin 1"
"ENSG00000198901",744.768135087352,-3.17652041974151,0.092842565512965,-34.2140525974363,1.49452134414875e-256,4.46519387425774e-254,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000277443",2830.20102519863,-1.92971705853139,0.056933431712,-33.8942691579341,8.091358875964e-252,2.36812607428979e-249,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000168542",62749.3849250663,1.40989002501208,0.0418396696100042,33.6974464223532,6.30062177899329e-249,1.80714433865085e-246,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000146072",1758.22981855472,2.059109093235,0.0611292262946092,33.6845273210432,9.7404603677937e-249,2.73897925753979e-246,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000145632",3262.15452178144,1.54675013477551,0.0460358357271081,33.5988281812534,1.74494662859938e-247,4.81236146168149e-245,"PLK2","10769","polo like kinase 2"
"ENSG00000140943",1848.88777327798,-1.89361775137406,0.056466823056165,-33.5350502983063,1.48715345851104e-246,4.02401278273713e-244,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000102024",3591.26703399212,-1.70354611871753,0.0509742852585064,-33.4197156483571,7.0909551514855e-245,1.88317384865655e-242,"PLS3","5358","plastin 3"
"ENSG00000135046",4581.91768778281,-1.46401504220541,0.0439506982949025,-33.3103932133704,2.73045853054531e-243,7.11954650664551e-241,"ANXA1","301","annexin A1"
"ENSG00000081923",1549.06690179341,-2.52988651551368,0.0760008426575584,-33.2876113875835,5.83435987424967e-243,1.49411705279669e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000163346",2917.79069939981,1.81056626443415,0.054712625399293,33.0922936199942,3.83615641777199e-240,9.65163494513476e-238,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72415460165458,0.0522746735305838,32.9825991289232,1.4428796406815e-238,3.56764429776094e-236,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000163017",4893.9021785664,-1.87095171425853,0.056816023996326,-32.930000775477,8.17990926490354e-238,1.98827252149121e-235,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68614692074624,0.0515215156628968,32.7270442076789,6.44214109792594e-235,1.5397790914226e-232,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000143341",2279.33849385387,2.05720924301739,0.062996398402015,32.6559818529496,6.59018507837209e-234,1.54934170834318e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.27117462998784,0.0390219081907596,32.5759218071467,8.99510889709364e-233,2.08062672085839e-230,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469045e-233,2.22391709780406e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865904025128,0.0429255253208409,32.3504262294273,1.36830929321033e-229,3.06608180842647e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.33707471074438,0.0417394298220449,-32.0338518385366,3.68495168362728e-225,8.13013724536905e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.4125632611251,0.0758991834053794,31.7864192061138,9.97268540229028e-222,2.1669436568825e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.42461045457297,0.0449396518628301,-31.7005227125775,1.52811228522902e-220,3.27084451977154e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275917525997,0.0437574069295401,31.6005739893715,3.62564277043938e-219,7.64637396630458e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134864,2.98016284205854,0.0943564400130689,31.584095814189,6.10517129482719e-219,1.26890234114662e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32640354938599,0.137002604627967,31.5789875757063,7.17514978071379e-219,1.46998318578881e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.48922373190556,0.0474294458099828,31.3987166932512,2.10666253154934e-216,4.25516160069706e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66976100711476,0.0850645738356607,-31.3851100021094,3.23063139474412e-216,6.43478956000353e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.14188918941241,0.0364289622276469,31.3456414782468,1.11548957143083e-215,2.19140218409446e-213,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.33084106863501,0.0433065278929233,-30.7307265991297,2.21272571665248e-207,4.28820263547475e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488822368221,0.0685953292974227,30.6855910634326,8.86154414542749e-207,1.69444539452768e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562504374777,0.0934150808512706,30.6762571699769,1.18035117215788e-206,2.22729159998896e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025745972714,0.06256337662186,-30.5331579411537,9.46312586032242e-205,1.76247646705044e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.43611344813932,0.11296026282827,-30.4187805703245,3.10104393888694e-203,5.70154758045868e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,7.14130180145925e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021941358144,0.0574984733890829,30.2654889949104,3.26351052014468e-201,5.85025054617436e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451431341185,0.0645312640923239,-30.1329028768113,1.79680170233255e-199,3.18122632261124e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287810778866,0.0526817643199956,-30.0460344906838,2.45991649897089e-198,4.30215396484653e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.28311465689075,0.109364029443015,-30.020059370631,5.37147412974299e-198,9.28100126441497e-196,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007246086365,0.0507701746647412,-29.9402645529859,5.89105174160491e-197,1.00575682174233e-194,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36366667676038,0.112732094427375,-29.8377023317646,1.26765494588975e-195,2.13875759752999e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740351435656,0.0515795313367044,29.8064653655069,3.22123627767929e-195,5.37159877420915e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000171617",3172.76514957676,1.72303979741578,0.0580220402062222,29.6962980152326,8.5720390601333e-194,1.4130070363376e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000116729",14027.992136521,1.67569487856804,0.056444279100222,29.687594655832,1.11030270154701e-193,1.80941489123701e-191,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000173546",2782.7113944163,-1.70835976715379,0.0576024004096031,-29.6577877832497,2.69146340330875e-193,4.33688501874727e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132789702818,0.047012256854456,29.5950033059581,1.73271948981942e-192,2.76099224483337e-190,"INHBA","3624","inhibin subunit beta A"
"ENSG00000133818",917.65645300902,-2.58023175927854,0.0872005861154437,-29.5896148663795,2.03262930453519e-192,3.20328976443287e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.95676862290842,0.0663622807167238,29.4861569218989,4.33260343192229e-191,6.75368106708669e-189,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.64273147315579,0.0557929885758439,-29.4433317713872,1.53244690525261e-190,2.36309903959437e-188,"CNN2","1265","calponin 2"
"ENSG00000066279",593.333577786577,-3.10048616440694,0.105322375655841,-29.4380576311564,1.7901847526383e-190,2.73117441889212e-188,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000134250",3989.90689953644,-1.35592802797367,0.0460654173617769,-29.4348364918703,1.96845092342629e-190,2.97153207293226e-188,"NOTCH2","4853","notch receptor 2"
"ENSG00000116991",845.465812777274,2.42015157024322,0.0824234307731301,29.3624221600854,1.65864570076028e-189,2.47777479110449e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119416769534,0.0593355657737478,29.3448650061698,2.77864836464985e-189,4.10810270076737e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240014314209,0.0659443043731718,29.1518753805247,7.90906388044125e-187,1.15738658274906e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.846641968982,0.0635803819431782,29.0442100620336,1.82099068017548e-185,2.63786134791885e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764295148571,0.0520699080108237,-28.9542080844913,2.48401951285024e-184,3.56233238337852e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.94825246172004,0.0673306218174088,-28.9356077388298,4.2584463995883e-184,6.04657225905899e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.4031308512281,0.0486558814070703,-28.8378467443447,7.19719031568155e-183,1.01191084624695e-180,"LMO7","4008","LIM domain 7"
"ENSG00000171444",1285.81453923875,1.85633993434062,0.0644802497309673,28.7892795404156,2.92174590871438e-182,4.06803476474494e-180,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000135318",10396.875971113,-1.18098838279743,0.0410237917968521,-28.7878894434144,3.04118866459264e-182,4.19362371528106e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000145147",601.510428483162,-2.68631015145737,0.0933997532361929,-28.7614266460011,6.5183667222752e-182,8.90284734896653e-180,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.61375788038637,0.0561670175216999,-28.731414833677,1.54621875972739e-181,2.09191728615571e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000088448",1041.5088322989,2.36777522610675,0.0824194578125505,28.7283523690712,1.68860548355234e-181,2.26320478874991e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108829",3850.57518186778,-1.47517528931495,0.0513607522707305,-28.7218396167384,2.03645112282546e-181,2.7041431067074e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000108932",593.620514665934,3.86329366423223,0.135011340940388,28.6145862808517,4.42432257173643e-180,5.82102844048368e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519569696717,0.0428778435433591,-28.5740978491193,1.41013390290022e-179,1.83843002740837e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.53280705046058,0.0889998955845877,-28.4585395727047,3.82071916870087e-178,4.9363003241747e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.2837923777997,0.0451622566243229,28.4262229958697,9.59011125003312e-178,1.22796236997076e-175,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607114891423,0.0531061966952171,28.3596122983115,6.37102071988419e-177,8.08555824281939e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.0508919598885,0.0724320614971858,28.314698180559,2.27844683220073e-176,2.86624614215708e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257762854007,0.0556353015619062,28.2658237556282,9.09648021207200e-176,1.13437063235934e-173,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000117399",548.054729960495,-3.23340766413202,0.114611044157379,-28.2120077336703,4.1658050900527e-175,5.15015610314188e-173,"CDC20","991","cell division cycle 20"
"ENSG00000147065",17820.4971549208,-1.03012488431833,0.036554107493519,-28.1808243984885,1.00469692004106e-174,1.23148363506913e-172,"MSN","4478","moesin"
"ENSG00000135926",1251.33626199858,-1.85342973865483,0.0658992094134144,-28.125219636968,4.81674379010846e-174,5.85397649948691e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852053496691,0.0552433862776194,28.0308764416611,6.83350269142265e-173,8.23523210904977e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964799456722,0.0590525944464044,-27.9352331600677,9.96473845742061e-172,1.19086928514891e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534420466677,0.0951920138555368,27.8946110825695,3.10148566407742e-171,3.6759013147549e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381566099583,0.0844161632938983,27.883471235253,4.23320469578357e-171,4.97609742149444e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570137364692,0.0461525979058649,-27.8576165153108,8.70998198612084e-171,1.01552724929235e-168,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83419887903086,0.101889182808509,27.8164845463278,2.74107762712298e-170,3.17014469762666e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.89110442237537,0.0682212056287896,-27.7201847276841,3.98808303364518e-169,4.57544790284044e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206923789598,0.0770588567010988,27.6680621692325,1.6923047418349e-168,1.92613827798843e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.2779436109041,0.0823902661286636,27.6482128040074,2.9323484738388e-168,3.31124483963167e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088905580545,0.102889467040069,27.5138858937134,1.19765818070985e-166,1.34184499762187e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938268479113,0.0574975208447299,-27.4687092867222,4.1535802237664e-166,4.61755767356853e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74230011794527,0.0634862760730956,-27.4437284042185,8.25450151811371e-166,9.10598509778991e-164,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41301553569251,0.124565234425959,27.3994228921167,2.78629288500592e-165,3.05024627968472e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230364327601,0.102004676014638,-27.3742709880802,5.55367185352748e-165,6.03372788268467e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03751042880906,0.0744453667606121,-27.3692039876829,6.38107472919673e-165,6.88052576627145e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000166851",502.683929770066,-3.32924052136548,0.121645715029515,-27.3683336939382,6.53509653387993e-165,6.99401637256508e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.50606708730549,0.0550850299162737,-27.3407691635029,1.39044298687209e-164,1.47706243516538e-162,"EPG5","57724","ectopic P-granules 5 autophagy tethering factor"
"ENSG00000076641",954.690284174,2.03263447210535,0.0744698626567912,27.2947256727615,4.89937592394672e-164,5.16631986215587e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117042,27.2855920323927,6.28835886268572e-164,6.58258061677197e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000089685",509.548185635596,-3.09766312505179,0.114544514409972,-27.0433127331161,4.57782669195739e-161,4.757290767345e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000136378",1190.06353560081,2.13136840091643,0.0788176097822416,27.0417792014374,4.77193326331045e-161,4.92333057044137e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000111206",489.63700653501,-3.02314749206289,0.111882971581868,-27.0206220778715,8.46072219705437e-161,8.66680121628262e-159,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444212645416,0.0649383750051464,-26.8630394018315,5.93972681966392e-159,6.04124980998584e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000075426",1241.54577193998,-2.02417563306882,0.0753908345707988,-26.849094383853,8.64247757640923e-159,8.72829372699189e-157,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000167553",3002.80270522025,-1.43654695102013,0.0535206427333229,-26.8409884047546,1.07466681270536e-158,1.07774802524529e-156,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000113319",1375.65463563177,1.72034852424181,0.0641424185431254,26.82076172549,1.85051125438142e-158,1.8429292985475e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860115888448,0.0510867150939538,-26.7897663094501,4.25228032819632e-158,4.2056518749423e-156,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000147883",1092.60954361111,2.17983114663853,0.0813740463450919,26.7877934617418,4.48338799989687e-158,4.40385392510418e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.0690291467747,0.0775650306366961,-26.6747673505828,9.23816318110681e-157,9.01255089661584e-155,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579755971329,0.0580440108845804,-26.6314738791413,2.93375710083788e-156,2.84277098534568e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.7205008091826,0.102189245352077,-26.6221831838521,3.75847610456088e-156,3.61747018896024e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049239,8.09914671382401e-156,7.74332420153001e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647148455159,0.0383413549542799,-26.5110997189243,7.21897249482331e-155,6.85611155948748e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975957780442,0.0415489647232277,26.4690007351639,2.20541670013868e-154,2.08078163794006e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99317234384041,0.113289933062718,-26.4204617561506,7.97528194516972e-154,7.47539335788751e-152,"TK1","7083","thymidine kinase 1"
"ENSG00000091844",494.500786591075,2.80821527607916,0.106371812970966,26.3999944876907,1.37036880790515e-153,1.27613370611479e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000091409",2615.20252718009,-1.34488107013224,0.0509585067290995,-26.391689169421,1.7067987193609e-153,1.57917422157126e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000169439",2385.18491369971,1.32446359828987,0.0502275321804572,26.3692747939784,3.08566990431686e-153,2.8258393288774e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995018185057,0.0652257809536965,26.3691772900589,3.0936250933251e-153,2.8258393288774e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884400662915,0.0638857269940936,26.2788589192132,3.34585446241165e-152,3.03689233199022e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.0033012364059,0.03823056682528,-26.2434308387618,8.49475779686823e-152,7.66184412357782e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50770952565265,0.134045857904599,26.1679814690665,6.15299502702295e-151,5.5150063551585e-149,"RIPOR3","140876","RIPOR family member 3"
